
41FF6B,grecs_grecs_get_debug,Todo,"""Get Address from Constant"""
41FF77,grecs_grecs_set_debug,Todo,Function with parameter saving and returning value.
41FF8A,grecs_grecs__init_globals,Todo,Initialization function.
41FFEB,grecs_grecs_lex_destroy,Todo,"""Function with Memory Manipulation"""
420094,grecs_grecs_alloc,Todo,"""Function allocates memory on stack"""
4200AE,grecs_grecs_realloc,Todo,Function for reallocating memory with parameters
4200D3,grecs_grecs_free,Todo,"""Memory Allocation and Freeing Function"""
4200EE,grecs_grecs_wrap,Todo,Function Close Stream
420133,grecs_lex_begin,Todo,Function for file opening and error handling.
42023B,grecs_lex_end,Todo,Function Prologue
42024E,isemptystr,Todo,"""Function Setup and Processing"""
4203A3,multiline_strip_tabs,Todo,Function Prologue
4203EC,multiline_add,Todo,"""Function Name: Substring Check"""
42046F,is_tab,Todo,"""Check for Single Digit"""
420484,is_ws,Todo,Check if char is a digit or hex.
4204A7,multiline_begin,Todo,Function Prologue.
42063D,ident,Todo,"""Function prologue with string manipulation"""
4206D3,qstring_locus_fixup,Todo,"""Increment/Decrement Counter"""
420702,grecs_value_ptr_from_static,Todo,"""Memory Copy Function"" or ""Copy Structure Function"""
420760,assign_locus,Todo,Function Name: Unknown (requires more context)
420844,grecs_parse_line_directive,Todo,Function Setup or Function Initialization.
420AB7,grecs_parse_line_directive_cpp,Todo,Function prologue.
420C0E,grecs_str_is_ipv4,Todo,"""Function Setup"""
420CB2,grecs_str_is_ipv6,Todo,"""Function with Stack Manipulation"""
420D9E,grecs_str_is_num,Todo,"""ctype character check"""
420DF2,grecs_str_is_ipaddr,Todo,"""Substring search function"""
420E4D,grecs_line_acc_create,Todo,Save and call subroutine function.
420E60,grecs_line_acc_free,Todo,"""Function prologue and epilogue"""
420E81,grecs_line_acc_grow_char,Todo,"""Function Setup"" or ""Stack Setup"""
420ED3,grecs_line_acc_grow_char_unescape,Todo,"""Function with Conditional Branching"""
420F19,grecs_line_acc_grow,Todo,"""Function Setup and Call"""
420F46,grecs_line_acc_grow_unescape_last,Todo,"Function name: ""GetStringAndPrint"""
420FE2,grecs_line_begin,Todo,Function prologue.
420FFA,grecs_line_finish,Todo,"""Function with initialization and cleanup"""
42101E,_grecs_list_eq,Todo,Check if two variables are equal.
4210E3,_grecs_array_eq,Todo,Function Name: Compare Pointers
421175,grecs_value_eq,Todo,Function with Local Variable Comparison
42124A,_grecs_list_match,Todo,Function with Variable Comparison
421318,_grecs_array_match,Todo,"""Comparison and Loop Function"""
4213B0,grecs_value_match,Todo,"""Function Setup"""
4214D7,grecs_match_buf_create,Todo,Function Prologue.
4216FE,grecs_match_buf_get_args,Todo,"""Push and Retrieve Pointers"""
42172A,grecs_match_buf_get_node,Todo,Function prologue
42173C,grecs_match_buf_get_root,Todo,Function Prologue.
42174E,grecs_match_buf_set_root,Todo,Function prologue.
421769,grecs_match_buf_free_contents,Todo,"""Memory Allocation/Deallocation"""
4217F1,grecs_match_buf_free,Todo,Function with stack and memory allocation.
42181F,parse_label,Todo,Function Prologue.
421B43,split_cfg_path,Todo,Function Initialization
421E1F,grecs_node_exact_match,Todo,Function setup or Function initialization.
421F99,grecs_find_node,Todo,Function Initialization
422054,fixup_loci,Todo,Function Name: push_rbp_mov_vars
422105,grecs_node_from_path_locus,Todo,Function Prologue
42237A,grecs_node_from_path,Todo,Function with variable initialization.
4223A6,is_root,Todo,"""Function with variable comparison"""
4223D8,grecs_match,Todo,Function name: varComparison
422632,grecs_match_next,Todo,"""Function prologue"" or ""Stack frame setup"""
422691,grecs_match_buf_first,Todo,Function initialization.
422717,grecs_match_first,Todo,"""Function with Memory Allocation"""
422870,stat,Todo,"""File Statistic Jump Function"""
400DF0,sub_400DF0,Todo,"""Jump to Memory Address"""
401280,deregister_tm_clones,Todo,Function to check and jump based on a value.
401300,__do_global_dtors_aux,Todo,Function to set byte to 1 if 0.
401320,frame_dummy,Todo,"""Memory Address Comparison and Branching"""
401350,exchange,Todo,Memory Allocation Function.
4020F0,.bindtextdomain,Todo,option parsing function
402510,.access,Todo,"""Function to check and modify strings"""
402640,.strptime,Todo,"""Push and comparison function"""
402830,FillBuffer_0,Todo,Function to read file and check for errors.
4028D0,CountChars,Todo,"""Input Counter Function"""
402910,EvalAtom,Todo,"""Push-RBX-Mov-Sub-Cmp-Jz-Jnz"""
4029C0,EvalSum,Todo,"""Function with multiple push and mov instructions"""
402FA0,EvalProd,Todo,Function with Push and Mov Instructions
4033D0,EvaluateExpression,Todo,Function initialization or Initialization function.
4035E0,FillBuffer,Todo,"""File read function"""
4036A0,InitBuffer,Todo,File open and read function
403870,MakeStringBuffer,Todo,"""Test and Copy Function"""
4038C0,FlushBuffer,Todo,putchar with byte input
4038F0,GetaString,Todo,"""String Copy"" or ""String Check and Copy"""
4039B0,GetIdentifier,Todo,Function for Testing Input Parameters
403B90,GetNumber,Todo,"""Check and Jump Function"""
403BC0,PreventLexSplit,Todo,"""Function with Push and Mov Instructions"""
403C50,SkipComment,Todo,Test and Modify String
403E30,SkipWhitespace,Todo,Function to Check and Manipulate String
403F80,NextLex,Todo,parse_string function
4042B0,ENextLex,Todo,"""Push and Initialization Function"""
404330,GetPunct,Todo,"""Function Prologue"""
404390,EGetPunct,Todo,Stack Check Fail Prevention Function.
404410,GetArrayBounds,Todo,Function with Push and Mov Instructions
404660,GetOptPunct,Todo,"""Read file function"""
404770,GetStatement,Todo,Check and Process Input Arguments.
404B00,GetFuncArgs,Todo,"""Function with Push and Mov Instructions"""
404DC0,UnrollEquation,Todo,"""Function with Push and Mov Instructions"""
405040,ReportError,Todo,"""Function with Pushes and Moves"""
405640,GetFnType,Todo,"""Push-RBP-RBX-Mov-Sub-Mov-Cmp-Jmp/Conditional-Jump-Add-Mov-Cmp-Call-Test-Ret"""
405790,GetInputArgs,Todo,Push and Setup Function
405B30,GetNDoses,Todo,"""Push and Memory Manipulation Function"""
405E20,GetInputFn,Todo,Function prologue.
406050,AnnounceProgram,Todo,"""Print Three Strings Function"""
406080,PromptFilenames,Todo,"""String Parsing Function"""
406260,ShowHelp,Todo,"""Print String Block"" or ""String Printing Routine"""
4062D0,GetCmdLineArgs,Todo,"""Function for Pushing Registers and Calling Operations"""
406560,Cleanup,Todo,"""Free Memory Block"""
4067B0,IsMathFunc,Todo,"""String comparison function"""
406840,VerifyEqn,Todo,Push and Initialization Function.
406B10,AddEquation,Todo,"""allocate and copy strings"""
406D60,GetVarPTR,Todo,"""Compare Strings"""
406DA0,GetVarType,Todo,test and compare function.
406DF0,CalculateVarHandle,Todo,"""Compare and Jump Function"""
406E80,DefineGlobalVar,Todo,"""Function with Push and Comparisons"""
406FB0,DefineDynamicsEqn,Todo,Function to push and compare values.
407210,DefineScaleEqn,Todo,"""Push and move registers function"""
407780,DefineEventEqn,Todo,Function for Pushing and Moving Data
407910,DefineRootEqn,Todo,Function to Compare Strings
407AA0,DefineVariable,Todo,"""Function with Push and Comparison Instructions"""
408040,DeclareModelVar,Todo,Function with multiple push and comparisons
408330,GetKeywordCode,Todo,"""Copy String and Compare"""
408380,GetVarList,Todo,"""Function for Pushing and Comparing Values"""
4084E0,ProcessDTStatement,Todo,Function with Multiple Pushes and Memory Operations.
408730,ProcessIdentifier,Todo,"Function with push, mov, sub, call instructions."
408A00,ProcessWord_0,Todo,Function Prologue
408EB0,ProcessWord,Todo,Input validation check.
408EE0,FindEnd,Todo,"""find valid input"""
408F90,ReadModel,Todo,"""Function with Push Instructions"""
4091C0,Transcribe1AlgEqn,Todo,Function name: initialize_buffer
409430,Transcribe1DiffEqn,Todo,"""Function with Push and Mov Instructions"""
409670,AugmentEquation_0,Todo,Function with Push and String Operations
409A40,CountLines,Todo,"""Push and Scan Function"""
409AE0,GetSBMLKeywordCode,Todo,"""Push and compare function"" or ""Strcmp and return function"""
409B30,GetSBMLLex,Todo,Push and Compare Function.
409CE0,SetVar,Todo,Function with Push and Pop Instructions
409EA0,Create1Var,Todo,"""Function with Multiple Push Instructions"""
40A130,ReadCpt,Todo,Push and move function.
40A290,ReadCpts,Todo,"""Set Null in Struct Function"""
40A2E0,ReadDifferentials,Todo,Function to push and manipulate registers
40A780,ReadParameter,Todo,Function name not provided.
40A8E0,ReadParameters,Todo,"""Function with RBX manipulation"""
40A910,ReadReaction_L1,Todo,Stack setup and value manipulation.
40AA20,TranscribeOpSymbol,Todo,"""Function to Compare Strings"""
40AAE0,ReadApply,Todo,"""Function with Push and Mov Instructions"""
40AE90,ReadReaction_L2,Todo,"""Prints string with format specifier"""
40AFF0,ReadRule,Todo,print statement function
40B190,ReadSBMLLevel,Todo,"""Copy String"""
40B2C0,Read1Species,Todo,Function Setup or Function Initialization.
40B710,ReadSpecies,Todo,"Function ""Push and call with error check""."
40B750,ReadFileNames,Todo,Push and Memory Allocation Function.
40B930,ReadSBMLModels,Todo,Function to print formatted output.
40BEA0,ReadPKTemplate,Todo,"""Stack setup"" or ""Function prologue"""
40C130,WriteOne_R_ParmInit,Todo,Function prologue.
40C2B0,WriteOne_R_PSDecl,Todo,Function Name: Unknown (no context provided)
40C490,ForAllVar,Todo,"""Push and Test Function"""
40C5C0,WriteOneName,Todo,Comparison and Jump with Printing of Error Messages.
40C770,WriteHeader,Todo,Print current time function.
40CAE0,WriteIncludes,Todo,"""Fwrite with multiple string outputs"""
40CBA0,WriteOneDecl,Todo,"""Function Prologue"""
40CD10,WriteDecls,Todo,Function for Writing File Contents
40D280,GetName,Todo,Function Name: Check Arguments and Format
40D3E0,WriteOneVMEntry,Todo,Function to check and manipulate values in registers.
40D5E0,WriteVarMap,Todo,Function with File Writing and Pointer Manipulation
40D740,WriteOneInit,Todo,"""Memory Corruption Detection"""
40DFB0,TranslateID,Todo,"""Stack setup function"""
40E1C0,TranslateEquation,Todo,Function name not provided in code snippet.
40E470,WriteOneEquation_0,Todo,"""Function with Push and Mov instructions"""
40E8F0,WriteCalcDeriv,Todo,"""Test and fwrite"""
40EE60,WriteCalcJacob,Todo,Function to Write to File
40EFD0,WriteCalcOutputs,Todo,function_test
40F1E0,IndexVariables,Todo,Memory usage check function.
40F670,AdjustVarHandles,Todo,"""Add and Test Function"""
40F710,ReversePointers,Todo,"""Check and Update Pointer"""
40F750,AssertExistsEqn,Todo,"""Push RBP and RBX"""
40F7E0,VerifyEqns,Todo,"""Push and Test Function"""
40F970,VerifyOutputEqns,Todo,"""Push and Check Function"""
40FA50,WriteModel,Todo,Function Name: sub_40F1E0
410070,Write_R_Scale,Todo,"""File Output Function with Registers"""
410240,Write_R_CalcDeriv,Todo,Check and print function
4104F0,Write_R_InitModel,Todo,Output File Function.
4106B0,Write_R_CalcJacob,Todo,Function for writing data to file.
410840,Write_R_Events,Todo,Function: Print Data and Check for Null Pointers.
410980,Write_R_Roots,Todo,Assembly code for fwrite function with some conditionals.
410AE0,WriteOne_R_PIDefine,Todo,Prints debug information
410CF0,Is_numeric,Todo,Convert String to Double
410ED0,Write_R_InitPOS,Todo,Print Stack Trace Function.
4116A0,Write_R_Decls,Todo,"""File Write Function"""
411C30,Write_R_Includes,Todo,"""Print with Push and Pop"""
411CB0,Write_R_Model,Todo,"""Function to Copy and Print Data"""
412180,MyStrcmp,Todo,String Compare Helper Function
401C10,sub_401C10,Todo,Jump Function
402120,.__stack_chk_fail,Todo,Function to compare and jump based on a value
4021A0,.printf,Todo,Function to initialize BSS segment.
4021C0,._IO_putc,Todo,"""Memory Access and Function Call"""
4021E6,save_history,Todo,"""Append History Function"""
4022CE,growbuffer,Todo,Memory Allocation Function
40239A,logprintf,Todo,"""Function with Stack and Formatting"""
4024C4,logputchar,Todo,"""Function to Print Character(s)"""
402506,logputs,Todo,"""Print String Function"""
402556,hassubscript,Todo,"""String length and comparison function"""
4025D1,replace_minus,Todo,"""Function Setup"""
402716,replacectrlchars,Todo,Function name: ctype_b_check_and_replace_spaces
402764,fgetscont,Todo,process_input.
4028E1,fgetslong,Todo,Function prologue or stack setup
402A3E,mymalloc,Todo,Memory Allocation Function
402AA1,dupstr,Todo,"""String Duplication Function"""
402AE7,dupnstr,Todo,"""String Copy Function"""
402B3D,strwidth,Todo,Function Prologue or Set Up Stack Frame.
402BF1,uhash,Todo,"""Variable manipulation function"""
402C4B,ulookup,Todo,Function initialization.
402CB2,plookup,Todo,Function with Stack Allocation
402D49,fnlookup,Todo,Function with Memory Comparison
402DB5,aliaslookup,Todo,Function Prologue
402E0B,addfunction,Todo,Function to Copy Data and Store in Array.
402E5A,freefunction,Todo,"""Free Memory Function"""
402FA3,removespaces,Todo,"""String Manipulation Function"""
403048,invfnlookup,Todo,Check Bit in Byte Function
403088,strip_comment,Todo,"""String Manipulation"" or ""String Search"""
4030D1,tightprint,Todo,Function with stream manipulation.
40312B,splitline,Todo,"""String Parsing Function"""
4031C5,isdecimal,Todo,"""Stack Allocation and String Search"""
4031F5,checkunitname,Todo,Function with Stack Operations.
403415,newunit,Todo,Function for Creating Units in Game
403693,newprefix,Todo,Function_initializePrefix
403858,parsepair,Todo,"""Function Setup"""
403AEC,extract_interval,Todo,Function with Variable Assignments
403C29,copyfunctype,Todo,"""Copy Function"""
403D96,copyfunction,Todo,"""Function Setup"" or ""Setup Function"""
405149,newtable,Todo,"""Initialize Variable"""
405720,newalias,Todo,Function Name: create_new_alias
4058A8,checkvar,Todo,"""Name retrieval and comparison function."""
405930,pathend,Todo,"""String Length Calculation"""
40597F,isfullpath,Todo,"""Check For Slash"""
4069E0,initializeunit,Todo,Store Double Precision Float in Array.
406A20,freeunit,Todo,Function Prologue
406ACF,showunit,Todo,"""Function Setup"""
406D31,sortunit,Todo,Function with qsort sorting algorithm.
406DDA,cancelunit,Todo,Function Name: String Comparison and Memory Management
406ED2,lookupunit,Todo,Function name: sub_407000
4072B0,moveproduct,Todo,"""Function Prologue"""
40738A,copyproduct,Todo,Function Prologue or Stack Frame Setup.
407402,unitcopy,Todo,"Function name: ""CopyDataToBuffer"""
407460,multunit,Todo,Calculate Two Numbers with SSE Multiplication
4074DC,divunit,Todo,"""Divide and Conquer"""
407559,reduceproduct,Todo,Function with Variable Initialization
40776F,reduceunit,Todo,"""Function to Allocate Memory and Check Status"""
40781D,ignore_dimless,Todo,"""Function with Stack Allocation and Comparison"""
407877,ignore_nothing,Todo,Function prologue or stack setup
407886,ignore_primitive,Todo,"""Function Setup"" or ""Argument Handling"""
4078DF,compareproducts,Todo,"""Function for String Comparison"""
407A0E,compareunits,Todo,Function with stack manipulation and sub-calls.
407A74,completereduce,Todo,"""Function Setup"""
407AB9,expunit,Todo,"""Function Setup"" or ""Stack Frame Setup"""
407CE0,unit2num,Todo,"""Function Prologue"""
407D8B,unitdimless,Todo,Function Setup or Stack Setup.
407E10,subunitroot,Todo,"""Function Setup"""
407F26,rootunit,Todo,"""Function prologue"""
4080B8,invertunit,Todo,"""Stack Variable Manipulation Function"""
4081A3,float2rat,Todo,Function with XMM0 and stack manipulation.
408364,unitpower,Todo,Function Prologue.
40853F,addunit,Todo,Function name: add_two_numbers_and_process_results.
4085E3,linearinterp,Todo,"""Calculate Division and Addition"""
408E8C,showdefinition,Todo,func_push_rbp_rbx_sub_rsp_mov_var
408F7F,showfunction,Todo,"""Initialize Stack Frame Function"""
4093E6,showtable,Todo,"""Interpolation Function"""
4096AE,showfuncdefinition,Todo,"""Function Prologue"""
409746,showunitlistdef,Todo,"""SunitList function"""
4097C6,showfunc,Todo,Function initialization or Function setup.
409AD1,showconformabilityerr,Todo,Function with Local Variables
409BAC,isfract,Todo,"""Function Setup/Initialization"" or ""Variable Initialization"""
409C73,checksigdigits,Todo,Initialize Function
409DCA,setnumformat,Todo,"""Set Number Format Function"""
40A6D9,round_to_displayed,Todo,"""Calculate Floating Point Number Display"""
40A8DC,showunitname,Todo,"""Function with Memory Manipulation"""
40AACE,showanswer,Todo,"""Function with stack allocation"""
40BADE,addtolist,Todo,"""Memory Allocation"""
40BDC7,compnd,Todo,String comparison function.
40BDF2,screensize,Todo,"""Function14h"""
40BDFD,tryallunits,Todo,"The best name for this ASM function would be ""initialize_variables."""
40C1FA,getuser_noreadline,Todo,Function with Input Validation and Error Handling.
40C2D3,getuser_readline,Todo,"""Input Processing"""
40C3E9,getuser,Todo,Function Entry or Stack Setup
40C43E,completeunits,Todo,"""Function setup or initialization"""
40CA17,checkcwd,Todo,Open file and check for errors.
40CA5B,getprogramname,Todo,"""Function with Push and String Manipulation"""
40CB1E,getprogdir,Todo,Function to Initialize Variables and Open File
40CD40,getdatadir,Todo,"""Get Data Dir Function"""
40CEB3,findlocalemap,Todo,Function for Opening a File.
40D265,findunitsfile,Todo,open_units_file
40D73B,personalfile,Todo,initialize file stream and variables
40D97A,usage,Todo,"""Usage and Help Function"""
40DA33,helpmsg,Todo,Print Error and Exit Function.
40DA69,printversion,Todo,Function Setup or Setup Function
40DDF3,showunitsfile,Todo,Function to Call Units Data File Name.
40DE2D,processargs,Todo,"""Function with Stack and Argument Handling"""
40E3EF,showpointer,Todo,"""Function to Print a Number"""
40E428,processunit,Todo,Function Initialization or Stack Setup.
40E633,checkunitlist,Todo,Function with Push and Sub Instructions
40EA8F,processwant,Todo,Function with local variable and string processing.
40EAF0,checkallaliases,Todo,"""Initiate Unit List Print Function"""
40EBDB,checkunits,Todo,Function Setup.
40F128,showunitlist,Todo,Function with Stack Allocation and String Manipulation
40F849,ishelpquery,Todo,Function name: initialize variables and check input.
40FCA1,checklocale,Todo,"""Function to Set Locale and Language"""
40FD47,replacealias,Todo,Function Name: unclear/unknown (due to lack of context)
40FE82,remaplocale,Todo,"""File Input Function"""
41000A,close_logfile,Todo,"""Push, Open and Close File"""
410049,open_logfile,Todo,Function to write log file.
410F88,getnewunit,Todo,"""NewUnit"""
410FEF,destroyunit,Todo,"""Function with Memory Allocation and Freeing"""
41102B,makenumunit,Todo,Function with Memory Assignment.
411083,logunit,Todo,"""Function with Local Variables"""
411114,funcunit,Todo,Function initialization or Stack setup.
4112FB,yydestruct,Todo,Function Prologue.
4131DA,unitserror,Todo,"""Function to save two parameters"""
4131E9,parseunit,Todo,Initialize Function.
413430,atexit,Todo,"""__cxa_atexit implementation"""
1,not found in dict,Todo,"""Fast Return"""
401F40,sub_401F40,Todo,Jump to address with push
4026E0,deregister_tm_clones,Todo,"""Check Value and Jump Function"""
402760,__do_global_dtors_aux,Todo,Check and Execute Function.
402780,frame_dummy,Todo,"""Memory access and function calls"""
4027A6,resolve_bind_address,Todo,"""Function Name"""
402846,connect_with_timeout_callback,Todo,"""Connect Function"""
402885,connect_with_timeout,Todo,Function Prologue.
40292B,set_connection_host_name,Todo,"""Function Setup and Assertion Check"""
402996,connect_to_one,Todo,Function prologue.
402C7C,connect_to_many,Todo,"push, move, subtract, load, call, compare, return."
402D2F,test_socket_open,Todo,"""Select Polling Function"""
402E2C,bindport,Todo,Initialize Socket Function.
4030C7,select_fd,Todo,"""Function with stack setup and select"""
40326E,acceptport,Todo,"""Function Start"" or ""Function Initialization"""
40334F,closeport,Todo,Function for Closing a File.
4033CE,conaddr,Todo,socket initialization function
403458,iread,Todo,Function prologue.
4034E3,iwrite,Todo,Function Setup
40359C,convert_all_links,Todo,"""Function Setup"""
40381A,convert_links,Todo,Function for Saving File
403D7D,construct_relative,Todo,"""String Processing"""
403F6A,write_backup_file,Todo,"""Function"" or ""Function name"" would be appropriate names."
404171,replace_attr,Todo,Function Prologue
404281,replace_attr_refresh_hack,Todo,Function name: generate_string_hex_checksum.
404357,find_fragment,Todo,"""Function with Push and Move Instructions"""
4043E1,local_quote_string,Todo,"""Function Setup"" or ""Stack Frame Initialization"""
404566,match_except_index,Todo,"""Function"""
40466B,dissociate_urls_from_file_mapper,Todo,Function name not provided.
4046E3,dissociate_urls_from_file,Todo,Function prologue.
40470A,register_download,Todo,Function prologue.
4048E1,register_redirection,Todo,Function with Memory Allocation and Assert Failure Handling.
4049BB,register_delete_file,Todo,Function prologue.
404A82,register_html,Todo,"""Function Prologue"""
404B03,convert_cleanup,Todo,Set and Clear Global Variables.
404BA9,downloaded_mode_to_ptr,Todo,"""Select Value Function"" or ""Integer Switch Function"""
404BEC,downloaded_file,Todo,Function with Push and Sub Instructions.
404CF4,df_free_mapper,Todo,"""Free Memory Function"""
404D1B,downloaded_files_free,Todo,"""Initialize function"""
404D61,cookie_jar_new,Todo,"""Function Setup"""
404D9C,cookie_new,Todo,"""Function Initialization"""
404DD9,delete_cookie,Todo,Function for freeing memory allocations.
404E66,find_matching_cookie,Todo,Function with Local Variable Initialization
404F3D,store_cookie,Todo,Function Prologue.
40514D,discard_matching_cookie,Todo,Function prologue
4052A0,update_cookie_field,Todo,Stack setup function.
4057D4,parse_set_cookies,Todo,Initialize function
405D3E,numeric_address_p,Todo,"""Check for Decimal Point"""
405F18,check_domain_match,Todo,RBPSUB function.
4061D4,check_path_match,Todo,"""Function Setup and Call"""
4061F9,cookie_jar_process_set_cookie,Todo,Function Setup or Memory Allocation Function.
406381,find_chains_of_host,Todo,"""Function with Stack Frame Setup"" or ""Function Prologue"""
40645C,path_matches,Todo,"""String Comparison Function"""
4064BE,cookie_matches_url,Todo,Function Prologue.
4065AC,equality_comparator,Todo,"""Function with String Comparison"""
406624,eliminate_dups,Todo,"""Function Setup"""
40673A,goodness_comparator,Todo,"""Function with local variable operations"" or ""Local variable setup and calculation"""
406790,cookie_jar_generate_cookie_header,Todo,"""Initialize Stack Frame Function"""
406C8E,domain_port,Todo,"""Function Setup"""
406D5C,cookie_jar_load,Todo,Stack Frame Setup and File Reading
4073F0,save_cookies_mapper,Todo,Function prologue or parameter initialization.
407567,cookie_jar_save,Todo,Function opening and writing to a file.
407720,nuke_cookie_chain,Todo,Function Setup
40779E,cookie_jar_delete,Todo,Function Prologue
4077E0,ftp_expected_bytes,Todo,"""Function Setup"" or ""Function Initialization"""
40ABE4,ftp_get_listing,Todo,"""Function Name Unknown"""
40B794,ftp_retrieve_dirs,Todo,Function Prologue
40BA3E,has_insecure_name_p,Todo,"""Check for '/' or strstr"""
40BA80,ftp_retrieve_glob,Todo,Function prologue.
40BDAE,ftp_loop,Todo,Function Prologue
40C176,delelement,Todo,Function for Freeing Memory and Moving Pointers
40C210,freefileinfo,Todo,Function setup and cleanup.
40C275,ftp_response,Todo,Function Prologue or Stack Setup.
40C564,ftp_request,Todo,String Comparison Function.
40C677,ftp_login,Todo,Function prologue.
40C9BD,ftp_port,Todo,"""Function Setup"" or ""Prologue Setup"""
40CB92,ftp_pasv,Todo,Function prologue.
40CE76,ftp_type,Todo,Function prologue.
40CF6F,ftp_cwd,Todo,Function with memory allocation and string manipulation.
40D080,ftp_rest,Todo,Function with stack manipulation and string operations.
40D17F,ftp_retr,Todo,"""Function with Memory Management"""
40D290,ftp_list,Todo,Function Name: Substring_Validation
40D3A1,ftp_syst,Todo,Function initialization.
40D586,ftp_pwd,Todo,"""Function Prologue"""
40D6CF,ftp_size,Todo,"""Function Setup/Initialization"""
40D842,ftp_process_type,Todo,Function name: str_contains_letter
40D8A1,symperms,Todo,Function for string comparison.
40E68E,ftp_parse_winnt_ls,Todo,file open and read function
40EB86,vmsperms,Todo,"""Function Entry Setup"""
40F50F,ftp_parse_ls,Todo,"""Function Entry"""
40F645,ftp_index,Todo,Function Prologue.
40FC7A,extract,Todo,"""Variable Initialization and Conversion"""
40FD4E,btoe,Todo,"""Function Setup"" or ""Stack Setup"""
410134,calculate_skey_response,Todo,"""Function Setup"""
410312,prime_size,Todo,"""Function to Push and Allocate Space"""
410371,hash_table_new,Todo,Function Prologue
410490,hash_table_destroy,Todo,"""Free Memory Allocation Function"""
4104BB,find_mapping,Todo,Function with multiple instructions.
410588,hash_table_get,Todo,Function with local variable and function call.
4105CC,hash_table_get_pair,Todo,Function with Memory Allocation and Variable Initialization
410640,hash_table_contains,Todo,"""Function Setup and Call"""
410679,grow_hash_table,Todo,"""Stack allocation and variable initialization."""
41080A,hash_table_put,Todo,Function Name: Var_Initialization
4108B9,hash_table_remove,Todo,"""Function with Stack Operations"""
410A4F,hash_table_clear,Todo,"""Initialize buffer function"""
410A8E,hash_table_map,Todo,Function Setup or Variable Initialization.
410B2F,hash_table_count,Todo,Extract 14th Item from Structure
410B40,string_hash,Todo,"""Function with no name"" or ""Unnamed function"""
410B99,string_cmp,Todo,Function to Compare Strings.
410BC6,make_string_hash_table,Todo,Function setup and call.
410BE7,string_hash_nocase,Todo,"""Stack frame initialization and processing"""
410C5E,string_cmp_nocase,Todo,String comparison function.
410C8B,make_nocase_string_hash_table,Todo,"""Function with Memory Allocation and Call"""
410CAC,ptrhash,Todo,"""Bit Manipulation Function"""
410D82,ptrcmp,Todo,Comparison function or Compare integers function.
410D9E,header_get,Todo,Function start prologue or Function initialization prologue.
41104B,header_process,Todo,Function Prologue
4110F7,header_extract_number,Todo,"""Function Setup"" or ""Stack Setup"""
4111B0,header_strdup,Todo,"""Function with argument passing and return value"""
4111DD,header_exists,Todo,"""Set var to 1"""
4111FA,skip_lws,Todo,Function Name: process_input
41124D,address_list_get_bounds,Todo,"""Parameter Copy and Exchange Function"""
411279,address_list_copy_one,Todo,Variable Initialization and Comparison
4112DC,address_list_match_all,Todo,"""Compare Memory Function"""
411349,address_list_set_faulty,Todo,"""Function to modify variable value"""
4113AD,address_list_from_vector,Todo,Function Name: sub_4113D0
41149C,address_list_from_single,Todo,"""Function with Variable Initialization"""
411501,address_list_delete,Todo,Function for freeing memory.
41152C,address_list_release,Todo,Function push-rbp-sub-rsp-mov-mov-lea-mov-mov-mov-test-jz-mov-mov-mov-call-mov-test-jg-jz-mov-mov-edi-call-leave-retn
4115AA,wget_sockaddr_set_address,Todo,"""Function Initialization"""
411662,wget_sockaddr_set_port,Todo,Function Name: htons_or_abort
41169F,wget_sockaddr_get_addr,Todo,Function name: check_argument_value.
4116C9,wget_sockaddr_get_port,Todo,"""Convert to Network Order"""
4116FD,sockaddr_len,Todo,"""Check Domain and Abort"""
41171A,map_ipv4_to_ip,Todo,Function prologue with variable assignment.
41173F,map_ip_to_ipv4,Todo,Function or Procedure: Store and Return Value.
411765,gethostbyname_with_timeout_callback,Todo,"""Host Lookup Function"""
411796,gethostbyname_with_timeout,Todo,"""Function Setup"""
41182B,pretty_print_address,Todo,"""Convert to IP Address"""
411844,cache_host_lookup,Todo,Function Name: Init Variables and Memory Allocation.
411920,lookup_host,Todo,Function Setup or Function Initialization.
411B9F,accept_domain,Todo,"""Function with assert and return value"""
411C3A,sufmatch,Todo,Function name: string comparison and manipulation.
411D32,herrmsg,Todo,Input validation function.
411D73,host_cleanup_mapper,Todo,Function that frees memory and asserts.
411DD3,host_cleanup,Todo,"""Initialize and Clear Memory Function"""
4129A4,advance_declaration,Todo,"""Stack frame initialization"""
412CEB,find_comment_end,Todo,"""Argument Parsing Function"""
412DF6,name_allowed,Todo,Function with stack allocation and string manipulation
413CA0,init_interesting,Todo,"""Function Setup"""
413E7E,find_attr,Todo,"""Function with Local Variables"""
413F1C,append_url,Todo,Function Setup/Initialization
414223,tag_find_urls,Todo,Function Initialize or InitRBPSpace.
4143E2,tag_handle_base,Todo,Function Prologue.
4144EB,tag_handle_form,Todo,"""Function Prologue"" or ""Stack Frame Setup"""
414574,tag_handle_link,Todo,Function Prologue
414648,tag_handle_meta,Todo,"""Function prologue"" or ""Stack frame setup"""
41498B,collect_tags_mapper,Todo,"""Function Setup"""
4149FD,get_urls_html,Todo,Function with Local Variables and Error Handling
414BBF,get_urls_file,Todo,Function prologue
414E9C,cleanup_html_url,Todo,"""Free Memory Function"""
414ED9,parse_http_status_line,Todo,"""Setup Function"" or ""Function Setup"""
41511E,post_file,Todo,"""Function with Stack Allocation"""
4152D7,http_process_range,Todo,"""Function Name: Push RBP"""
415523,http_process_none,Todo,"""String Search Function"""
