PredCode,package,Original,Predicted,Thrown
[+],print*option*descr@direvent@direvent,print*option*descr,print*option*descr,['BLANK'; 'BLANK'; 'BLANK']
[-],locate*unset@direvent@direvent,locate*unset,var*builtin*function,['BLANK'; 'BLANK'; 'BLANK']
[+],scan*qstring@direvent@direvent,scan*qstring,scan*qstring,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],cb*syslog*facility@direvent@direvent,cb*syslog*facility,node,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],sigv*set*tab@direvent@direvent,sigv*set*tab,fsysdep*execute,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],grecs*symtab*lookup*or*install@direvent@direvent,grecs*symtab*lookup*or*install,stream*set*lookup,['BLANK'; 'BLANK'; 'BLANK']
[+],grecs*parse@direvent@direvent,grecs*parse,grecs*parse,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],print*status@direvent@direvent,print*status,format*exit,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],xtonum@direvent@direvent,xtonum,xtonum,['BLANK'; 'BLANK'; 'suffix'; 'BLANK'; 'BLANK']
[-],string*to*sockaddr@direvent@direvent,string*to*sockaddr,print*current*address,['BLANK']
[±],wordsplit*run@direvent@direvent,wordsplit*run,wordsplit*translate,['BLANK']
[+],quotearg*buffer*restyled@xargs@findutils,quotearg*buffer*restyled,quotearg*buffer*restyled,['BLANK']
[-],read*line@xargs@findutils,read*line,,['UNK'; 'BLANK']
[-],xargs*do*exec@xargs@findutils,xargs*do*exec,fscmd*read,['BLANK']
[+],knuth*morris*pratt*multibyte@xargs@findutils,knuth*morris*pratt*multibyte,knuth*morris*pratt*multibyte,['BLANK']
[+],quotearg*buffer*restyled@frcode@findutils,quotearg*buffer*restyled,quotearg*buffer*restyled,['BLANK']
[-],launch@find@findutils,launch,do,['UNK'; 'BLANK']
[+],fts*children@find@findutils,fts*children,fts*children,['BLANK']
[-],consider*arm*swap@find@findutils,consider*arm*swap,do*copy,['BLANK']
[±],parse*datetime@find@findutils,parse*datetime,parse,['UNK'; 'BLANK']
[-],ftp*parse*ls@wget@wget,ftp*parse*ls,get*elf*visibility,['BLANK'; 'BLANK']
[-],mkalldirs@wget@wget,mkalldirs,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],html*quote*string@wget@wget,html*quote*string,extract*colon*len,['BLANK'; 'BLANK']
[-],digest*authentication*encode@wget@wget,digest*authentication*encode,,['UNK'; 'BLANK'; 'key'; 'BLANK'; 'BLANK']
[-],cookie*jar*process*set*cookie@wget@wget,cookie*jar*process*set*cookie,,['UNK'; 'BLANK'; 'all'; 'BLANK'; 'BLANK']
[-],read*whole*line@wget@wget,read*whole*line,get*char*from*string,['BLANK']
[-],advance*declaration@wget@wget,advance*declaration,unw*is,['UNK'; 'BLANK'; 'BLANK']
[-],post*file@wget@wget,post*file,cbuf*read,['BLANK'; 'BLANK'; 'BLANK']
[-],connect*to*one@wget@wget,connect*to*one,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],ftp*port@wget@wget,ftp*port,login,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],rpl*fcntl@gzip@gzip,rpl*fcntl,rpl*fcntl,['BLANK'; 'BLANK'; 'BLANK']
[-],lm*init@gzip@gzip,lm*init,iso*ir,['UNK'; 'name'; 'BLANK']
[-],send*tree@gzip@gzip,send*tree,Raw,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],inflate*dynamic@gzip@gzip,inflate*dynamic,scan*gnu*note,['BLANK'; 'BLANK']
[+],validate*timespec@gzip@gzip,validate*timespec,validate*timespec,['BLANK'; 'BLANK'; 'BLANK']
[-],scan*tree@gzip@gzip,scan*tree,,['UNK'; 'BLANK'; 'field'; 'BLANK'; 'BLANK']
[-],create*outfile@gzip@gzip,create*outfile,get*link*list,['BLANK'; 'BLANK']
[-],copy*stat@gzip@gzip,copy*stat,print*header,['BLANK'; 'BLANK'; 'BLANK']
[+],push*source@direvent@direvent,push*source,push*source,['BLANK'; 'BLANK'; 'BLANK']
[-],default*print*diag@direvent@direvent,default*print*diag,,['UNK'; 'diag'; 'BLANK'; 'BLANK'; 'BLANK']
[±],grecs*preproc*extrn*start@direvent@direvent,grecs*preproc*extrn*start,grecs*preproc,['UNK'; 'start'; 'BLANK']
[+],coalesce*segment@direvent@direvent,coalesce*segment,coalesce*segment,['BLANK'; 'BLANK'; 'BLANK']
[-],TranslateEquation@mod@mcsim,TranslateEquation,mk*and*path,['BLANK'; 'BLANK']
[-],WriteOneDecl@mod@mcsim,WriteOneDecl,prt*timespec,['BLANK'; 'BLANK'; 'BLANK']
[+],grecs*vasprintf@direvent@direvent,grecs*vasprintf,grecs*vasprintf,['BLANK'; 'BLANK'; 'BLANK']
[+],grecs*preproc*run@direvent@direvent,grecs*preproc*run,grecs*preproc*run,['BLANK'; 'BLANK']
[-],grecs*format*value@direvent@direvent,grecs*format*value,prt*opt*usage,['BLANK'; 'BLANK']
[-],nodeproc@direvent@direvent,nodeproc,Barcode*pls*encode,['BLANK'; 'BLANK']
[+],grecs*parse*line*directive@direvent@direvent,grecs*parse*line*directive,grecs*parse*line*directive,['BLANK']
[+],quotearg*n*options@code@findutils,quotearg*n*options,quotearg*n*options,['BLANK'; 'BLANK']
[-],pred*uid@find@findutils,pred*uid,panel*grow,['BLANK'; 'BLANK'; 'BLANK']
[-],make*segment@find@findutils,make*segment,uuconf*key*string,['BLANK'; 'BLANK']
[-],ctime*format@find@findutils,ctime*format,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],scan*for*digit*differences@find@findutils,scan*for*digit*differences,Barcode*msi*verify,['BLANK'; 'BLANK']
[-],pred*gid@find@findutils,pred*gid,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],transfer*entries@find@findutils,transfer*entries,transfer*entries,['BLANK'; 'BLANK'; 'BLANK']
[-],insert*exec*ok@find@findutils,insert*exec*ok,,['UNK'; 'BLANK']
[+],x2nrealloc@xargs@findutils,x2nrealloc,x2nrealloc,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],set*cloexec*flag@xargs@findutils,set*cloexec*flag,set*cloexec*flag,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],bc*init*state@xargs@findutils,bc*init*state,pa*inaddr,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],mbuiter*multi*copy@xargs@findutils,mbuiter*multi*copy,mbuiter*multi*copy,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],bc*use*sensible*arg*max@xargs@findutils,bc*use*sensible*arg*max,pa*and*cmp,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*ispunct@xargs@findutils,c*ispunct,c*ispunct,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],freadahead@xargs@findutils,freadahead,freadahead,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],bkm*scale@xargs@findutils,bkm*scale,bkm*scale,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'manpage']
[-],ReadReactions@mod@mcsim,ReadReactions,process*std*options,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],isglob@direvent@direvent,isglob,R*recordtime,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],hashtab*count*entries@direvent@direvent,hashtab*count*entries,mpz*lcm,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],wordsplit*perror@direvent@direvent,wordsplit*perror,wordsplit*perror,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],wordsplit*free*words@direvent@direvent,wordsplit*free*words,parse*symbol,['BLANK'; 'params'; 'BLANK'; 'BLANK'; 'BLANK']
[±],grecs*foreach*include*dir@direvent@direvent,grecs*foreach*include*dir,grecs*foreach*include,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],wordsplit*add*segm@direvent@direvent,wordsplit*add*segm,wordsplit*add*segm,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],wsplt*quote*char@direvent@direvent,wsplt*quote*char,wsplt*unquote*char,['BLANK'; 'hex'; 'BLANK'; 'BLANK']
[+],grecs*symtab*strerror@direvent@direvent,grecs*symtab*strerror,grecs*symtab*strerror,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],grecs*list*remove*tail@direvent@direvent,grecs*list*remove*tail,hol*cluster*base,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],grecs*line*acc*grow*char*unescape@direvent@direvent,grecs*line*acc*grow*char*unescape,grecs*line*acc*grow*char*unescape,['BLANK']
[±],incl*compare@direvent@direvent,incl*compare,AD*compare,['BLANK'; 'char'; 'BLANK'; 'BLANK'; 'BLANK']
[-],masklen*to*netmask@direvent@direvent,masklen*to*netmask,,['UNK'; 'to'; 'netmask'; 'BLANK'; 'BLANK'; 'table'; 'BLANK']
[-],setwatcher@direvent@direvent,setwatcher,fts*compare,['BLANK'; 'str'; 'BLANK'; 'BLANK'; 'BLANK']
[+],wsnode*free@direvent@direvent,wsnode*free,wsnode*free,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],grecs*cidr*match@direvent@direvent,grecs*cidr*match,grecs*cidr*match,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],trans*strtotok@direvent@direvent,trans*strtotok,get*last*type,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],is*root@direvent@direvent,is*root,list*node,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],trans*toktostr@direvent@direvent,trans*toktostr,list,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],grecs*node*free@direvent@direvent,grecs*node*free,action*free,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],envfree@direvent@direvent,envfree,hostrange*destroy,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],grecs*symtab*enumerate@direvent@direvent,grecs*symtab*enumerate,mh*free*channel*fd,['BLANK'; 'BLANK'; 'BLANK']
[±],grecs*list*clear@direvent@direvent,grecs*list*clear,list*peek,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],rpl*fseeko@xargs@findutils,rpl*fseeko,rpl*fseeko,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isalnum@xargs@findutils,c*isalnum,c*isalnum,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],decide*size@xargs@findutils,decide*size,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*strcasecmp@xargs@findutils,c*strcasecmp,c*strcasecmp,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],version*etc*va@xargs@findutils,version*etc*va,version*etc*va,['BLANK'; 'BLANK'; 'BLANK'; 'command']
[-],bc*args*exceed*testing*limit@xargs@findutils,bc*args*exceed*testing*limit,argmatch*to*argument,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],remember*fd*if*non*cloexec@xargs@findutils,remember*fd*if*non*cloexec,com*create,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],open*safer@xargs@findutils,open*safer,open*safer,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],set*slot*var@xargs@findutils,set*slot*var,close*stdout,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],fopen*cloexec*for*read*only@xargs@findutils,fopen*cloexec*for*read*only,opendirat,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'exists']
[+],close*stdout@code@findutils,close*stdout,close*stdout,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],xrealloc@code@findutils,xrealloc,xrealloc,['BLANK'; 'BLANK'; 'BLANK'; 'panel'; 'BLANK'; 'BLANK']
[+],quotearg*alloc*mem@code@findutils,quotearg*alloc*mem,quotearg*alloc*mem,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],clone*quoting*options@code@findutils,clone*quoting*options,clone*quoting*options,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],quotearg*buffer@code@findutils,quotearg*buffer,quotearg*buffer,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],x2nrealloc@code@findutils,x2nrealloc,x2nrealloc,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*ispunct@code@findutils,c*ispunct,c*ispunct,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],putword@code@findutils,putword,opt*op,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'p']
[+],c*isalnum@code@findutils,c*isalnum,c*isalnum,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*strcasecmp@code@findutils,c*strcasecmp,c*strcasecmp,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],close*stdout@frcode@findutils,close*stdout,close*stdout,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],xrealloc@frcode@findutils,xrealloc,xrealloc,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],put*short@frcode@findutils,put*short,is*alnum,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],clone*quoting*options@frcode@findutils,clone*quoting*options,clone*quoting*options,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],x2nrealloc@frcode@findutils,x2nrealloc,x2nrealloc,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*ispunct@frcode@findutils,c*ispunct,c*ispunct,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],rpl*fseeko@frcode@findutils,rpl*fseeko,rpl*fseeko,['BLANK'; 'list'; 'BLANK'; 'BLANK'; 'BLANK']
[-],report*file*err@find@findutils,report*file*err,df*df*list,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],hash*get*entries@find@findutils,hash*get*entries,hash*get*entries,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],fnmatch*sanitycheck@find@findutils,fnmatch*sanitycheck,builtin*addr,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],print*predicate@find@findutils,print*predicate,datum*scan,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],pred*and@find@findutils,pred*and,xheader*set*symbol,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],fts*lfree@find@findutils,fts*lfree,fts*lfree,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*uid@find@findutils,parse*uid,unix,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],insert*num@find@findutils,insert*num,eval*and,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],pred*or@find@findutils,pred*or,move*listbox,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],is*feasible*path*argument@find@findutils,is*feasible*path*argument,dc*open*escape,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],fts*maxarglen@find@findutils,fts*maxarglen,fts*maxarglen,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],leapyear@find@findutils,leapyear,leapyear,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isalnum@find@findutils,c*isalnum,c*isalnum,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],decide*size@find@findutils,decide*size,resize*buffer,['BLANK'; 'xnrealloc'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*strcasecmp@find@findutils,c*strcasecmp,c*strcasecmp,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],bc*args*exceed*testing*limit@find@findutils,bc*args*exceed*testing*limit,cmp,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],apply*predicate@find@findutils,apply*predicate,,['UNK'; 'BLANK'; 'callback'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*printf@find@findutils,parse*printf,cmp*all*from*file,['BLANK'; 'p'; 'BLANK']
[-],compare*ts@find@findutils,compare*ts,fmt*pa*equal,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],argmatch*to*argument@find@findutils,argmatch*to*argument,argmatch*to*argument,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],check*nofollow@find@findutils,check*nofollow,builtin*decode,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'privilege']
[-],remember*fd*if*non*cloexec@find@findutils,remember*fd*if*non*cloexec,com*create,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],base*len@find@findutils,base*len,base*len,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],pred*comma@find@findutils,pred*comma,,['UNK'; 'free'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*ilname@find@findutils,parse*ilname,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],open*safer@find@findutils,open*safer,open*safer,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],mmalloca@find@findutils,mmalloca,mmalloca,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],mode*compile@find@findutils,mode*compile,mode*compile,['BLANK']
[-],consider*visiting@find@findutils,consider*visiting,panel*act,['UNK'; 'BLANK']
[+],xstrtoumax@locate@findutils,xstrtoumax,xstrtoumax,['BLANK']
[+],quotearg*buffer*restyled@locate@findutils,quotearg*buffer*restyled,quotearg*buffer*restyled,['BLANK']
[-],bc*do*exec@xargs@findutils,bc*do*exec,symbol*code*flags,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],AssertExistsOutputEqn@mod@mcsim,AssertExistsOutputEqn,check*file*name,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],VerifyEqn@mod@mcsim,VerifyEqn,verify*menu,['BLANK'; 'UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],WriteOneIndexDefine@mod@mcsim,WriteOneIndexDefine,pap*mailbox,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],grecs*txtacc*free*string@direvent@direvent,grecs*txtacc*free*string,tree*find,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],wsnode*coalesce@direvent@direvent,wsnode*coalesce,wsnode*coalesce,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],value*to*list@direvent@direvent,value*to*list,value*to*list,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],grecs*grecs*scan*bytes@direvent@direvent,grecs*grecs*scan*bytes,yy*scan*bytes,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],node*aggregate*stmt@direvent@direvent,node*aggregate*stmt,node,['UNK'; 'stmt'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],self*test@direvent@direvent,self*test,rpl*output,['BLANK'; 'rule'; 'internal'; 'BLANK'; 'BLANK'; 'BLANK']
[-],node*merge*block@direvent@direvent,node*merge*block,component*buffer,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],grecs*asprint*locus@direvent@direvent,grecs*asprint*locus,block*grecs*grecs*str*to*fsysdep*register,['BLANK']
[+],grecs*txtacc*grow@direvent@direvent,grecs*txtacc*grow,grecs*txtacc*grow,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],get*priority@direvent@direvent,get*priority,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],hashtab*foreach@direvent@direvent,hashtab*foreach,grecs*symtab*clear,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],dirwatcher*install@direvent@direvent,dirwatcher*install,load*for*variable,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],wordsplit*dump*nodes@direvent@direvent,wordsplit*dump*nodes,wordsplit*dump*nodes,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],get*facility@direvent@direvent,get*facility,get*link,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],wsnode*nullelim@direvent@direvent,wsnode*nullelim,wsnode*nullelim,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],wsnode*remove@direvent@direvent,wsnode*remove,wsnode*remove,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],version*etc*arn@xargs@findutils,version*etc*arn,version*etc*arn,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],get*input*delimiter@xargs@findutils,get*input*delimiter,icmp*result*compare,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],get*max*fd@xargs@findutils,get*max*fd,rpl*fclose,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],set*program*name@xargs@findutils,set*program*name,set*program*name,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],set*char*quoting@xargs@findutils,set*char*quoting,set*char*quoting,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],bc*argc*limit*reached@xargs@findutils,bc*argc*limit*reached,listbox*select*last,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],version*etc*arn@code@findutils,version*etc*arn,version*etc*arn,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],rpl*fseeko@code@findutils,rpl*fseeko,rpl*fseeko,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],outerr@code@findutils,outerr,,['UNK'; 'BLANK'; 'UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],getword@code@findutils,getword,get*quote,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],version*etc*va@code@findutils,version*etc*va,version*etc*va,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'server']
[-],strindex@code@findutils,strindex,find*prefix,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],set*program*name@code@findutils,set*program*name,set*program*name,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],quotearg*alloc*mem@frcode@findutils,quotearg*alloc*mem,quotearg*alloc*mem,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],version*etc*arn@frcode@findutils,version*etc*arn,version*etc*arn,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],initialize*wd*for*exec@find@findutils,initialize*wd*for*exec,wordsplit*free*entry,['BLANK'; 'line'; 'BLANK'; 'BLANK'; 'BLANK']
[+],cwd*advance*fd@find@findutils,cwd*advance*fd,cwd*advance*fd,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],getuser@find@findutils,getuser,getuser,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],do*time*format@find@findutils,do*time*format,common*parse*point*char,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],print*optlist@find@findutils,print*optlist,,['UNK'; 'BLANK'; 'file'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],get*max*fd@find@findutils,get*max*fd,rpl*fclose,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*links@find@findutils,parse*links,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],record*exec*dir@find@findutils,record*exec*dir,sentence*out*internal,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],splitstring@find@findutils,splitstring,parse*string,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],entry*free@find@findutils,entry*free,find*input*value,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],get*mounted*devices@find@findutils,get*mounted*devices,set*program,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],version*etc*va@find@findutils,version*etc*va,version*etc*va,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],print*quoted@find@findutils,print*quoted,,['UNK'; 'BLANK'; 'file'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],get*regex*type*flags@find@findutils,get*regex*type*flags,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],set*fstype*devno@find@findutils,set*fstype*devno,mu*locus*point*same*line,['BLANK'; 'BLANK'; 'BLANK']
[-],mode*to*filetype@find@findutils,mode*to*filetype,is,['UNK'; 'BLANK'; 'errno'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],sharefile*init@find@findutils,sharefile*init,proof*init,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],fts*load@find@findutils,fts*load,fts*load,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],estimate*file*age*success*rate@find@findutils,estimate*file*age*success*rate,,['UNK'; 'BLANK'; 'BLANK'; 'UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],set*program*name@find@findutils,set*program*name,set*program*name,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],hash*table*ok@find@findutils,hash*table*ok,hash*table*ok,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'p']
[-],parse*name@find@findutils,parse*name,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],do*complete*pending*execdirs@find@findutils,do*complete*pending*execdirs,do*transfer*entries,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],hash*get*next@find@findutils,hash*get*next,hash*get*next,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],argmatch*valid@locate@findutils,argmatch*valid,argmatch*valid,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
